Pid,label
260241,13.54
260530,10.33
260889,10.04
261013,9.67
262674,9.74
263719,9.48
263770,11.46
264530,13.63
264638,9.66
264761,9.58
264794,5.86
264807,10.29
264856,12.47
265616,9.71
265936,10.18
267772,9.68
268377,8.27
269123,10.43
269139,10.41
269237,9.86
269374,7.54
269908,9.04
269909,8.86
269910,8.9
269963,9.09
269964,8.92
269965,8.86
269966,8.79
269971,9.36
271233,8.33
271234,8.55
271280,8.41
271281,8.36
271282,8.37
271284,8.56
271285,10.14
271297,8.99
271302,10.22
271332,8.51
271333,8.41
271334,8.43
271335,8.37
271336,10.06
271339,8.66
271346,9.14
271348,8.92
271356,8.72
271766,9.88
271768,10.37
271906,7.73
272057,9.7
272537,11.51
272846,9.73
272960,12.64
272964,9.79
273033,6.64
273035,6.86
273037,6.87
273038,7.0
273089,7.01
273970,13.51
273997,13.37
274317,9.98
274323,9.83
274326,9.67
274468,10.69
274703,15.91
275416,10.27
275423,10.05
276324,11.87
277925,9.59
278248,10.4
279355,9.77
279511,9.04
279512,9.32
279513,9.25
279566,9.18
279568,8.96
279569,8.85
279570,8.86
279571,8.82
279724,7.84
279783,7.88
279828,6.38
279831,6.23
279863,6.32
279867,6.44
279871,6.3
279872,11.88
280301,13.83
280525,8.88
280526,8.8
280527,8.79
280584,14.31
281025,9.62
281431,8.53
281432,8.4
281433,8.38
281444,8.7
281446,8.61
281453,9.31
281840,8.73
282364,10.81
282673,6.81
282727,9.08
282728,8.83
282729,8.91
282792,9.63
282823,8.32
283293,9.58
283399,6.17
283404,6.39
283413,9.62
283426,6.34
283610,7.69
283612,7.29
283626,8.41
283630,8.38
283660,7.23
283666,8.56
283667,8.55
283767,9.09
284020,9.5
284021,9.63
284026,6.27
284027,6.09
284029,6.02
284030,6.04
284036,7.64
284067,10.72
284239,10.33
284262,10.33
284510,10.44
285126,13.66
285812,9.99
286022,9.58
286069,7.11
286077,9.61
286394,9.39
286400,9.6
286431,9.83
286610,4.46
286839,10.92
287113,11.36
287240,6.04
287298,11.36
287936,9.76
287937,4.81
287938,4.32
287939,4.52
287984,4.52
287985,4.46
287986,4.32
288010,10.08
288012,9.7
288013,9.67
288016,9.76
288140,6.27
288145,9.88
288294,10.23
288374,13.27
288617,11.56
289140,10.45
289806,8.34
289807,8.34
289849,8.4
289853,8.59
290288,7.09
290684,6.46
290688,6.19
290689,6.25
290693,6.25
290694,6.27
290718,9.4
290747,8.35
290748,8.37
290749,8.6
290750,10.1
290766,8.54
290767,8.41
291169,6.69
291172,6.95
291566,8.86
291567,8.83
291568,8.89
291586,9.19
291696,4.52
291929,5.98
291930,5.93
291936,6.34
292003,6.75
292005,6.88
292006,7.11
292009,7.3
292193,8.23
292237,7.19
292384,8.82
292385,10.13
292543,8.35
292571,8.39
292575,9.17
292633,6.11
292634,6.0
293035,8.02
293106,8.39
293497,8.43
293498,8.37
293526,8.52
293528,8.43
293530,8.37
293531,8.39
293532,8.61
293546,9.29
294555,11.15
294876,9.21
295099,6.71
295100,6.7
295107,7.09
295797,10.37
295804,6.99
295808,6.87
295810,6.94
295811,7.07
295812,6.98
295826,10.43
295876,6.87
295877,6.86
295879,6.87
295880,6.88
295883,6.87
295884,6.86
295885,6.93
295976,5.86
295977,5.39
295978,5.58
295979,5.49
295980,5.52
296046,5.32
296047,5.46
297034,8.29
297647,5.29
297653,4.52
297654,4.32
297655,4.32
297657,4.32
297858,6.41
297878,6.36
297883,6.21
297891,6.23
298258,6.7
298260,6.66
298263,6.63
298857,6.87
298863,7.83
298907,7.01
298964,6.49
298966,6.34
298967,6.32
298968,6.3
299372,7.09
300072,5.09
300073,4.52
300074,5.29
300075,4.52
300076,4.39
300077,4.09
300078,4.0
300079,3.91
300119,4.52
300120,4.52
300121,5.17
300122,4.39
300123,4.25
300124,4.17
300420,10.18
300638,4.75
300639,4.52
300744,7.35
300832,9.93
301122,6.43
301123,6.27
301125,6.38
301126,6.38
301462,9.47
302172,6.44
302180,6.21
302188,6.43
302192,6.21
302470,6.04
302471,5.98
302506,6.27
302507,6.39
302510,6.34
302511,6.43
302758,5.13
302759,5.36
303045,5.25
303046,5.25
303048,5.04
303051,5.13
303067,5.17
303097,5.21
303099,5.25
303111,5.09
303138,5.21
303146,5.13
303171,5.17
303189,5.13
303228,5.09
303250,8.35
303276,5.21
303468,5.09
303514,6.09
303619,4.95
303700,5.17
303723,5.17
303733,6.02
303742,7.46
303743,6.34
303744,6.36
303771,4.95
303839,4.91
303904,4.81
303909,4.91
303975,4.91
304036,4.91
304269,5.09
304271,7.31
304274,7.13
304279,4.95
304307,4.75
304316,5.0
304326,4.86
304329,4.95
304350,4.91
304389,4.86
304409,4.7
304439,5.09
304595,4.58
304629,4.91
304638,4.91
304785,4.81
304944,5.09
304997,4.86
305189,4.81
305213,4.81
305260,4.91
305296,5.04
305358,5.04
305396,5.0
305444,4.75
305459,5.17
305462,4.95
305463,4.81
305468,4.75
305523,4.75
305542,5.04
305552,5.04
305557,4.86
305609,9.84
305627,5.25
305801,5.04
305806,4.81
305915,4.95
305985,5.0
306007,5.04
306035,4.91
306114,4.86
306161,5.04
306647,11.51
306862,6.0
306863,6.0
306865,5.98
306866,5.95
306871,6.43
306874,6.43
306889,8.89
307384,7.29
307385,7.24
307795,6.83
307796,6.81
307797,6.83
307800,6.88
307801,6.94
307802,6.99
308033,5.7
308049,5.95
308050,6.13
308052,6.02
308390,10.18
308613,9.41
308678,7.19
308680,7.61
308685,7.11
308803,10.74
309130,4.7
309146,13.14
309205,6.04
309206,6.02
309468,10.53
309764,6.04
309765,6.07
309766,5.64
309768,5.29
309769,5.52
309778,6.11
309860,6.07
309861,6.07
309862,6.27
309869,5.13
309870,4.86
309871,4.64
309872,4.95
309873,4.32
310473,6.63
310474,6.66
310476,6.46
311050,5.04
311053,4.32
311054,4.32
311264,6.86
311265,6.87
311266,6.86
311397,5.64
311399,5.81
311400,5.98
311401,5.88
311402,5.73
311438,10.5
311680,7.19
311696,6.63
312222,6.61
312223,6.77
312289,10.05
312581,4.17
312582,4.81
312583,4.09
312584,4.17
312585,4.0
312946,13.65
313440,13.5
313603,10.52
313823,10.46
313936,5.0
313939,4.32
314113,6.61
314116,6.63
314117,6.57
314119,6.61
314815,7.02
314817,10.51
315174,4.64
315175,5.09
315176,5.32
315177,4.52
315178,4.95
315179,5.0
315180,4.81
315181,4.52
315903,7.37
315904,7.02
315905,6.97
315943,4.81
316162,5.09
316191,5.29
316244,5.04
316276,5.09
316359,5.13
316360,5.04
316361,4.7
316362,4.58
317090,5.17
317250,5.09
317269,5.0
317543,4.81
317544,4.75
317545,5.13
317546,5.25
317547,5.09
317593,9.91
317840,5.13
317859,5.0
317869,4.86
317887,4.91
318044,10.49
318256,7.04
318420,4.86
318478,8.92
318534,5.0
318539,5.09
318684,4.86
318832,4.91
318846,4.46
318847,3.7
318848,3.46
318849,5.09
318869,4.75
318875,4.95
318890,4.75
318935,4.86
318936,3.81
319030,5.49
319280,7.03
319283,8.63
319346,10.63
319367,4.91
319550,5.04
320188,11.52
320332,4.95
320378,4.95
320416,5.21
320452,5.04
320463,5.09
320570,7.55
320606,5.17
320623,4.86
320624,4.75
320625,5.09
320626,5.04
320628,5.32
320729,5.17
320968,5.13
321004,5.17
321057,5.13
321252,5.0
321360,6.82
321361,6.88
321365,6.85
321366,6.87
321367,6.85
321369,6.88
321370,6.88
321373,7.08
321375,7.07
321649,5.88
321651,5.52
321876,4.86
321907,4.95
321949,5.0
322134,5.39
322135,5.25
322566,4.81
322571,4.86
322630,4.91
322723,5.0
322754,4.91
322760,4.91
322797,4.86
322899,4.91
323038,6.94
323045,6.94
323046,7.01
323048,7.19
323092,4.81
323096,5.0
323100,4.86
323131,4.91
323132,5.09
323214,5.88
323215,5.78
323224,5.55
323227,5.55
323291,7.82
323537,6.83
323538,6.77
323539,6.66
323540,6.7
323543,6.27
323599,5.09
323675,4.95
323693,4.91
323752,4.95
323999,5.58
324001,6.04
324819,5.13
324893,8.54
324910,6.66
324962,4.0
324963,4.39
324964,3.81
324965,3.81
324966,3.81
325063,3.91
325064,3.81
325065,3.81
325566,8.84
325679,9.84
325724,6.93
325725,6.95
325726,6.77
325728,6.87
326434,7.03
326436,6.75
326438,6.73
326439,6.63
326441,6.6
326442,6.61
326502,8.52
326515,6.81
326516,6.79
326519,6.88
326520,7.03
326677,5.58
326885,13.51
327103,7.61
327494,5.13
327495,4.95
327496,5.0
328008,6.87
328010,6.85
328011,7.03
328012,7.07
328013,7.12
328014,7.11
328242,5.64
328243,5.83
328245,5.83
328254,5.58
328347,5.55
328348,5.52
328349,5.7
328350,6.15
328351,6.17
328355,5.95
328432,8.7
328510,6.66
328511,6.66
328586,6.46
329106,5.17
329165,9.07
329523,7.42
329753,6.6
329755,6.63
329756,6.61
329757,6.63
329758,6.74
330127,8.92
331072,10.62
331460,6.7
331465,9.52
331814,5.29
331828,5.09
331893,5.13
331906,5.17
331971,7.16
331987,5.13
331993,5.17
332144,5.17
332280,5.04
332528,5.13
332614,4.58
332615,4.17
332616,4.17
332617,4.0
332771,4.91
332826,5.0
332853,5.21
333192,7.04
333430,6.02
333468,5.09
333513,4.95
333517,5.17
333520,4.95
333528,5.0
333533,4.86
333544,4.86
333625,5.13
333626,5.04
333630,5.0
333632,5.21
333649,5.09
333655,5.09
333711,5.09
333713,6.44
333886,5.21
333938,4.95
333982,4.75
334042,4.81
334069,4.81
334118,4.75
334135,4.95
334201,4.81
334213,4.91
334215,5.17
334236,5.04
334263,6.41
334328,4.64
334329,4.52
334330,4.64
334408,4.95
334409,4.95
334418,4.46
334426,4.95
334477,4.86
334526,8.16
334670,5.04
334696,4.75
334718,5.09
335092,4.95
335095,5.0
335096,9.42
335104,4.91
335124,8.46
335125,9.64
335227,4.91
335261,4.91
335447,4.95
335530,8.92
335824,4.7
336081,5.25
336095,4.86
336127,4.81
336167,4.86
336352,4.86
336420,6.99
336429,4.81
336471,4.95
336565,8.92
336566,9.21
336578,5.17
337020,7.38
337157,4.09
337246,4.52
337247,4.17
337248,4.32
337250,9.24
337337,4.91
337407,5.25
337421,5.09
337455,4.95
337458,5.13
337466,4.95
337518,4.95
337548,5.29
337549,5.29
337589,5.13
337597,5.09
337708,5.17
337733,5.25
337759,5.29
338123,4.95
338134,5.13
338322,4.75
338447,5.0
339053,5.32
339062,4.91
339071,4.81
339114,4.86
339150,5.13
339164,4.86
339165,5.04
339179,5.25
339193,4.95
339367,5.04
339573,4.46
339574,4.52
339757,4.91
340093,4.91
340104,5.13
340112,4.91
340127,13.39
340160,5.0
340203,10.12
340229,13.85
340260,4.81
340282,4.75
340307,4.91
340308,4.95
340312,4.95
340321,5.17
340353,5.09
340587,6.34
340588,6.21
340589,5.64
340592,6.09
340593,6.02
340687,5.13
340697,5.04
340719,4.91
340809,4.86
340837,4.95
340900,5.0
340927,5.04
340979,4.95
340987,4.86
340992,4.91
341029,4.95
341034,4.95
341072,5.09
341119,4.86
341286,9.34
341360,5.04
341501,4.95
341624,5.0
341664,4.25
341665,4.0
341666,3.81
341667,3.81
341772,4.86
341944,7.97
341945,13.1
342110,5.91
342111,6.21
342113,5.83
342117,5.93
342506,5.09
342574,4.91
342589,5.13
342625,5.04
342919,11.55
343699,5.55
343778,13.46
344337,9.54
344766,13.22
345710,5.7
345712,6.04
346111,4.32
346541,10.02
346844,9.01
347257,7.1
347258,5.81
347259,5.67
347977,13.32
348965,8.92
351325,4.17
351326,3.46
351786,4.52
352236,9.85
352686,9.06
352690,9.32
352906,4.32
352907,3.46
352908,3.32
353427,4.39
353428,4.32
353429,4.32
353430,3.91
355289,8.15
355294,8.25
355295,8.0
355296,8.0
355552,7.95
355553,8.16
355554,7.91
355558,8.16
355559,8.1
355560,8.05
355562,8.06
355563,8.02
355979,8.7
356510,5.29
357463,9.51
357733,3.81
357834,7.58
357835,7.48
357836,7.38
357837,7.15
357959,4.39
357960,4.0
357961,4.0
357962,3.91
357963,4.0
358136,5.04
358137,4.0
358138,3.32
358879,9.36
359467,3.91
362073,7.35
362655,7.5
362656,7.56
362812,10.67
362853,3.91
362854,3.81
362855,3.81
363209,8.83
364026,5.36
364832,3.81
364833,5.17
366005,11.54
366185,8.62
366608,8.55
367044,9.57
367107,6.07
367109,5.55
367111,5.52
367195,6.15
367334,5.55
367337,5.52
367342,5.55
367424,9.98
368454,14.41
368749,5.55
368750,5.46
368751,5.55
368752,5.49
368772,6.41
368773,7.42
368774,6.32
368889,5.93
369023,5.81
369024,5.49
369025,6.07
369720,10.79
369721,10.87
369961,10.79
369962,10.73
371077,9.0
371085,8.99
371088,9.12
371090,9.31
371097,6.66
371363,9.48
371571,9.68
371584,4.09
371585,4.09
371586,4.0
371709,8.54
371785,6.99
371814,7.01
372121,7.2
372125,7.14
372147,7.14
372151,7.08
372155,8.18
372159,7.1
372795,7.97
372796,7.94
372797,7.93
372798,7.97
372799,7.95
372800,8.02
372801,8.09
372802,8.09
372806,8.04
372807,8.22
372808,8.01
372809,8.23
372810,7.9
372811,8.08
373516,7.56
373886,12.76
374851,7.68
375015,9.82
375469,4.0
375470,4.09
375471,4.91
375679,8.09
375857,9.69
376929,8.21
376930,8.14
376932,8.22
376933,8.01
376936,8.06
376937,8.35
377185,4.95
377526,10.26
380094,7.89
380095,9.82
380168,8.32
381788,7.24
383512,6.97
383822,5.55
383838,5.58
384440,8.4
384553,10.88
385456,5.58
387736,9.08
387737,8.99
387747,9.24
387748,9.59
387751,9.18
387754,9.44
388105,8.65
388115,8.69
388121,8.58
388122,8.59
388383,10.21
388522,7.07
388749,8.07
388752,8.02
388753,8.01
388754,8.01
388755,8.31
388756,8.23
388757,8.03
388923,5.55
388934,5.55
388942,5.52
388961,5.61
389924,7.96
390256,7.94
390257,7.98
390258,8.11
390259,8.03
390260,8.03
390264,7.78
390265,8.1
390266,7.75
390331,5.39
390519,5.46
390520,5.52
390521,5.49
391390,10.73
392482,10.33
392747,9.13
392756,9.47
392761,9.55
392763,9.41
392985,11.07
393086,9.62
393098,8.68
393101,8.61
393137,7.33
393218,10.99
393359,7.43
393379,7.08
393404,7.12
394821,7.93
394822,7.99
394823,7.98
394824,8.14
394826,8.27
394827,8.07
394828,7.88
394829,8.07
394830,8.1
394831,8.04
394832,8.12
395545,9.24
396614,8.13
396615,8.79
396617,8.21
396618,8.03
396620,8.21
396621,8.04
396622,8.06
396623,8.04
397620,7.6
397621,7.27
398489,10.95
398993,8.47
399607,7.52
400270,6.43
400406,9.23
401150,5.52
401152,5.52
401158,5.52
402763,5.83
402764,5.52
402769,5.55
402779,5.52
402782,5.49
403742,10.73
403968,10.01
404162,9.18
404494,5.39
404626,5.75
404627,5.55
404628,5.55
404629,5.58
405306,9.13
405320,9.27
405337,6.48
405713,8.63
405983,7.3
406002,7.45
406021,7.16
406879,9.61
406982,8.84
407446,9.32
407455,6.49
407783,8.69
407941,5.46
407949,5.52
407950,5.81
407954,5.52
407956,5.61
407957,5.55
408099,7.15
410013,5.73
410014,5.58
410015,5.46
410016,5.55
410017,5.58
410046,6.98
410049,5.52
410833,8.75
411403,6.52
411739,5.39
411893,5.83
411894,5.55
412118,6.09
412478,9.42
412484,9.83
412485,9.73
412718,9.65
412821,8.64
412863,10.78
413046,7.43
413053,7.23
413081,7.57
413168,7.85
414155,14.77
414638,4.17
414897,7.38
414898,7.24
414903,7.43
414913,7.21
416837,6.7
418514,7.52
419141,7.31
419484,8.39
426346,14.31
428253,10.32
429044,6.92
429045,6.41
431132,6.78
431133,6.78
432674,7.13
437203,8.07
437365,6.88
438989,6.52
441470,6.83
441471,6.74
441472,6.66
441473,6.39
447466,9.02
448404,6.34
451228,9.94
452719,14.41
454091,9.95
457560,8.0
457561,7.94
457863,9.08
458549,13.88
459226,14.22
460263,8.76
461244,13.69
469140,11.46
487243,9.4
489545,14.21
490963,13.99
494643,13.38
498872,14.24
501220,6.85
502932,14.14
508633,14.17
509606,15.36
516741,8.11
521360,12.92
537688,11.19
542484,8.08
548430,8.29
576617,4.91
576623,4.75
577099,3.81
577749,9.96
614177,7.22
614180,5.86
615875,8.02
618502,8.02
618507,8.11
629416,7.87
632638,3.46
632639,3.32
632930,3.58
632931,3.32
632932,3.17
657047,9.36
674600,9.17
746590,11.69
753551,5.81
760487,2.0
760491,3.32
794164,7.49
804579,5.36
804619,5.21
804683,3.58
806415,10.33
806419,11.21
806422,11.24
809094,2.0
809100,2.0
809116,1.58
809121,1.58
809124,2.32
809125,2.0
809127,1.58
809129,1.58
809130,1.58
809131,1.58
809133,1.58
809135,1.58
809137,1.58
809138,1.58
809140,1.58
809142,1.58
809144,1.58
809148,2.0
809149,2.0
809150,1.58
809151,1.58
809152,1.58
809157,1.0
809159,1.58
809160,1.0
809162,1.58
809163,1.58
809164,1.0
809165,1.0
810148,1.58
810149,1.58
810216,1.58
810217,1.58
810218,1.58
810219,1.58
810222,1.58
810224,1.58
810225,1.58
810227,2.58
810230,1.58
810231,2.0
810234,1.58
835873,1.0
835879,1.0
838841,10.25
846541,6.55
864344,3.91
864409,5.49
874243,7.92
874259,7.79
882569,5.98
898285,11.05
902049,3.0
902051,3.46
902054,3.17
902068,3.46
902070,3.46
909839,6.66
909840,6.69
909841,6.69
909842,6.66
909843,6.66
909844,6.69
909845,6.64
909846,6.64
909847,6.64
909849,6.63
909850,6.67
909888,6.85
909890,6.83
909900,7.2
909901,7.22
909905,7.28
910351,6.87
910352,6.86
910353,6.87
910354,6.87
910355,6.89
910356,6.87
910360,6.88
910362,6.88
910363,6.87
910364,6.86
910365,6.92
910366,6.92
910369,6.92
910371,6.93
924765,8.45
935676,5.49
951680,3.32
951682,3.46
951684,3.46
951685,3.7
951689,3.17
959918,5.49
959919,5.7
959920,5.83
959921,5.75
959922,5.78
959923,5.81
959924,5.52
959925,5.67
959926,5.81
959927,5.88
959928,5.75
959929,5.78
959930,5.81
970880,1.0
970881,1.0
970884,2.0
970885,2.0
970886,1.58
970887,2.0
970888,1.58
970889,1.58
970890,1.58
984256,7.99
994379,6.69
994380,6.69
994381,6.73
994382,6.71
994384,6.77
994385,6.73
994386,6.71
994387,6.77
994411,6.77
994412,6.78
994415,6.82
994416,6.82
994417,6.93
994418,6.83
994419,6.75
994420,6.85
994421,6.83
994422,6.85
994423,6.83
994424,6.85
994425,6.83
994426,6.87
994433,6.97
994434,6.95
994435,6.97
994436,6.98
994437,7.07
994438,7.0
994439,7.02
994440,7.08
994441,7.11
994442,7.13
994443,7.12
994450,7.19
994451,7.22
994452,7.23
994453,7.27
994454,7.25
994457,7.25
994460,7.28
994461,7.3
994464,7.3
994466,7.3
994467,7.36
1017415,2.0
1017427,1.58
1017428,1.58
1017429,1.58
1017443,1.0
1017444,1.0
1017446,1.0
1017447,1.0
1017448,1.0
1017449,1.0
1017450,1.0
1017451,1.58
1017453,1.0
1017454,2.0
1017455,2.0
1017456,2.0
1017457,2.0
1017458,2.0
1017459,2.0
1017460,2.0
1017462,2.32
1017463,2.81
1017464,2.32
1017465,2.32
1017466,2.58
1017468,2.58
1017469,2.58
1017470,1.58
1017472,2.0
1017473,1.0
1017553,5.52
1030388,1.0
1030756,3.91
1030774,2.32
1030775,2.0
1030776,2.0
1030779,2.0
1030781,2.32
1030782,1.0
1030783,3.46
1030784,2.58
1030785,3.46
1030786,1.0
1030788,3.32
1030791,2.0
1030792,1.58
1030795,1.58
1030796,1.58
1047530,1.0
1047531,3.32
1047532,1.0
1047534,1.58
1047549,2.0
1047552,2.0
1047553,2.0
1047554,2.0
1047583,1.58
1047584,2.58
1047586,2.58
1051260,3.58
1060580,1.0
1060581,1.0
1060590,2.0
1060591,2.0
1060605,1.0
1060606,1.0
1060608,1.58
1060609,2.0
1060610,1.58
1060618,2.0
1060620,2.0
1060621,2.0
1060622,2.0
1060623,2.32
1060624,2.32
1060625,2.0
1060629,2.0
1060630,2.32
1060631,2.32
1060633,1.58
1060634,1.58
1060635,2.0
1060636,2.32
1060637,2.0
1060650,2.32
1060652,2.81
1060653,2.32
1060655,2.58
1060656,2.58
1060657,2.32
1060658,2.58
1060662,1.58
1060663,1.58
1060664,1.58
1060666,1.58
1060667,1.58
1060668,1.58
1065480,6.67
1065524,6.86
1065525,6.86
